"INDEX","TARGET"
718,3.24574396627477
722,3.08394927167153
729,6.08731955783989
731,2.07293131329692
733,2.73695492965904
746,2.53848818142644
747,2.41740217432212
748,2.37737202706204
753,2.05283997913811
757,2.17686548692535
763,2.83739723498237
767,5.10557817757959
774,2.1561739190705
776,3.52392369612537
788,2.31925163779216
794,3.17389986907751
799,3.31337353877357
803,3.62185315886472
806,3.37719447701919
807,2.68160184721007
811,3.70915944690539
816,5.66942277256774
818,2.32168921554269
819,2.57378733348487
831,4.91205266474775
835,4.20297689235431
837,2.28625257123657
841,4.28372007960865
846,2.19379185835504
856,5.29030506988878
861,3.11132090530685
862,6.33631190565405
863,2.42886581513264
865,3.23385759333685
871,2.44525649987849
879,2.87967316817175
880,2.31953300201304
881,2.09186408841658
885,3.06058780397143
887,2.2253663788658
892,3.22850724649442
898,3.1998173437704
900,1.90509792466523
904,2.79003877115166
906,4.75722778244639
910,3.58169551697836
912,3.24147897435423
913,2.33197342311381
919,4.30324190912028
924,2.52782040728703
925,2.79702962114064
930,2.69219593387911
940,1.72422760649862
941,3.36344526662545
946,1.56794209673341
949,4.39194994636442
951,2.39724023555673
962,3.49056255277122
966,1.90204393629976
967,4.49596772518962
971,3.62784797010192
981,2.68139388596728
982,2.08076639375993
983,3.18918269972219
984,3.86468866867098
989,1.49724365354371
990,3.91659234959926
992,2.34172271349677
995,4.82758856670381
996,2.48064332382796
998,1.97394198767716
1001,3.57821193244566
1007,2.98768309470597
1008,1.99187594912895
1016,2.27648508240466
1022,2.05643757360197
1027,4.50149476601437
1032,4.24660351775182
1033,2.80271169751933
1041,3.40407466552681
1065,2.3902929833159
1074,3.19181752218962
1075,2.15288948943692
1081,2.28010773332278
1094,3.66177235605989
1099,2.62442979998702
1105,2.11280640582494
1123,3.81180597127058
1135,3.15472545027889
1142,2.15930840340148
1155,1.82012303413733
1169,2.26533878327426
1176,2.99917541748973
1178,3.40094623097207
1180,2.80584366105148
1184,1.66221530831962
1185,2.44921225289944
1193,2.34391628127655
1196,2.27144814595208
1199,2.35951092707167
1203,1.18737815829323
1205,2.17454491098196
1207,2.00065978780912
1208,3.16262729148821
1212,1.26936397711325
1213,2.56919634236663
1222,2.27955821881853
1223,2.95151684236768
1226,3.19115329517397
1227,5.44761531926819
1229,2.46065487165663
1230,4.16762978662259
1231,2.594441883127
1241,1.91528449926658
1243,3.6631445965611
1244,5.4113158324961
1246,4.05241148678546
1248,2.3579585409435
1249,3.24320614979999
1252,2.58974451282311
1261,3.51451569563248
1275,3.00791103314872
1281,3.603088491003
1285,3.44862941875122
1288,3.91703868361528
1290,2.7850932929481
1291,2.88873443924204
1304,3.37292990611486
1305,2.46319127780057
1323,3.42184234432107
1342,2.84384974679326
1348,2.07270289872149
1353,3.03074475885084
1363,2.6449822336547
1371,2.62717042438928
1372,2.17533680152434
1378,2.80939009680648
1381,2.38991262725198
1382,3.68859307367645
1393,3.17539421852927
1394,4.83922784690764
1398,5.50562227946207
1404,2.77475671486496
1405,2.73450600631851
1419,2.82364487443801
1421,2.29592830910723
1426,2.34441570928894
1431,2.95194135054977
1435,2.58775962828824
1437,3.53301076494638
1438,3.47457698217254
1442,1.30756677169791
1464,2.59013707799956
1471,2.78841703756428
1473,3.79557837572892
1476,2.5643640318406
1478,1.8100569069522
1479,3.57210582640581
1487,5.01010035289934
1492,4.01540250433272
1496,2.64800841314261
1497,3.22392530312839
1515,2.94636976470493
1519,2.81509204107393
1522,2.39227591953271
1526,3.32936297522682
1537,2.54785140652049
1538,3.78096431373484
1540,1.46818076828613
1543,2.79929906005674
1548,2.5350327625466
1549,3.38235537309187
1556,2.33790229339736
1564,3.36229424660276
1570,3.02446234329463
1577,1.6730550322724
1585,3.76403303467538
1590,3.53229978090813
1592,2.48492176605923
1594,2.08583615504991
1596,6.85193713108499
1598,4.59388357723462
1603,3.21011106873172
1607,2.19504562472128
1612,5.30525446063325
1627,3.98441809340423
1629,3.1662821912217
1630,2.84624692695949
1640,5.04174729711785
1641,3.77514613448907
1646,3.36577028847709
1662,3.45517512048798
1668,2.82665721400128
1671,2.0532632169866
1672,3.80514440404022
1673,5.64720886434321
1686,3.55348085792533
1688,3.30247249327548
1696,3.03257517389978
1701,4.33888022453826
1707,3.58575645692957
1708,3.11037517128899
1713,3.0606921525019
1715,3.13273808339562
1717,2.39572384652481
1721,2.79057994043607
1724,2.0769712029501
1725,2.64807273664146
1730,3.14601384848742
1731,3.44095910724859
1734,2.4781259938621
1740,2.73753092644692
1748,2.35383153696194
1749,3.02129673442082
1750,5.27739297902586
1763,2.70430225410132
1768,4.0231850112761
1773,1.89031643387481
1777,4.86330570425569
1778,1.42456470331835
1780,3.07595129624094
1782,1.59432976609968
1784,3.88141912987885
1786,2.99271100978341
1787,3.41972708998375
1792,1.91301291126927
1800,2.45564998558615
1801,2.45572762101399
1803,1.89342173497705
1804,3.06506003749512
1807,2.32619773196961
1818,5.73556479039856
1821,3.13743387535529
1822,3.94784899039459
1828,2.64991359344874
1833,3.28346698148543
1844,3.18357596794573
1847,2.70471820570682
1850,2.22975211608827
1854,3.11056665373876
1858,3.99688980108382
1864,3.05459443618523
1867,0.350155507674481
1876,2.79057147699221
1880,3.15529396288374
1881,1.13565499620787
1891,2.74701360905612
1894,1.30164128355027
1895,3.51697181691128
1901,3.93638320415647
1905,3.37114179035998
1912,5.63835267129276
1918,2.39803025601893
1921,3.30382791519171
1923,2.51159078201328
1924,3.6039168376398
1931,1.73783726094379
1941,3.77445751078002
1950,2.24596527023756
1951,3.86302580137447
1954,4.12037221952343
1961,2.83251065795829
1966,3.35451528104744
1979,3.59535748209318
1982,2.71896160820423
1987,2.56559745818023
1997,2.62012164404826
2004,3.5237520955946
2011,4.21294177263985
2015,3.05107921105578
2025,7.00513419944823
2033,2.70928873350205
2034,3.60380207814061
2035,3.34260951603653
2036,2.35319673717143
2053,2.10489392185468
2059,1.51883762934252
2060,2.98247325518605
2073,2.66537315448239
2084,2.74606582354261
2089,3.04792047676079
2092,2.36416921297616
2109,4.47907632342629
2129,3.38889955153252
2134,4.11016627941724
2135,4.69224921226688
2148,2.85943917796566
2149,3.21157878968441
2150,2.04752521106534
2165,2.1651755447867
2166,2.10532489943024
2168,4.02371163070322
2170,1.94929191873335
2171,2.21904980722476
2172,1.75021951049553
2176,4.63832986971889
2182,2.52581624804757
2189,1.6916451912686
2191,4.28966429132787
2197,2.55097346827813
2202,3.94847887722511
2203,2.47852392322436
2204,0.785240691038301
2206,3.92494834543139
2218,0.913520806330627
2219,2.77056170612529
2221,2.71369441359132
2226,2.91050784174153
2228,2.42529332458809
2232,3.4224377096904
2236,1.08763132920799
2241,2.42185581076257
2245,4.71696609355834
2251,3.00483052461725
2255,4.94703885921298
2256,3.09446890021564
2259,2.98901948887515
2263,2.78945203041076
2264,3.19801829101293
2267,2.75003937459899
2273,1.38321700702951
2277,3.73585551248527
2287,2.78370835463915
2289,2.94444281647547
2291,2.08807303797731
2296,1.0213129472684
2299,2.64089918505396
2306,2.66187895638832
2314,3.52863194076653
2317,2.5184774866148
2318,3.21143848259058
2321,3.74957209268713
2324,2.99151734423264
2340,2.58630637371576
2343,2.20029942325501
2349,2.39978133766237
2352,4.58857310961331
2353,2.35617138395291
2365,1.57654015038064
2370,2.83573156358037
2378,2.77801759303009
2390,1.41274109168766
2399,3.56996395557575
2402,2.94060397423921
2403,3.20746711379694
2404,3.4056626108751
2414,4.83515965846903
2422,2.71943928611053
2424,2.92899111755904
2430,3.31153936374637
2435,2.67113649209092
2439,3.43830707299123
2442,3.59604420572684
2445,3.1560939357024
2449,4.99325846396939
2451,2.6254326166259
2461,2.19585623934794
2464,3.30167939345821
2465,3.29708781535254
2472,2.53246612132138
2476,2.12586754476338
2482,2.68011264178333
2487,4.75541872517061
2498,3.65913012397902
2501,3.24190762034079
2504,2.04345469332665
2511,1.78186686824358
2518,4.54030954511138
2521,5.05103504861942
2530,2.29534390306649
2543,3.98327115071185
2545,2.95523862534556
2561,3.27127690471424
2566,2.66247925419761
2572,2.53363902588343
2577,3.04920624399945
2578,3.65592964682702
2580,1.41532669538916
2581,3.92411145319104
2582,3.70690340750908
2584,2.37909017069336
2590,4.02322392659453
2598,2.39311897567994
2602,3.06150546063863
2605,4.58871930742221
2616,3.37842826511644
2618,2.42911330795647
2619,2.46528072217835
2624,4.39125845535867
2632,3.57842857709999
2640,3.22775539443303
2646,3.92675272832483
2651,4.06283542805671
2660,2.99991660940223
2661,3.18981584484519
2668,2.13172204523464
2670,3.82278508157511
2680,2.12899086862844
2681,3.02821864247366
2689,2.35004607519669
2694,5.06443876802073
2695,3.10933261365019
2696,2.46683428863567
2702,2.22052336296975
2704,2.79686271053118
2708,4.38440531704041
2709,1.56127210897632
2714,3.47012372664099
2716,0.349544119776721
2723,2.74558050623127
2725,2.77511302597486
2738,0.659163315301558
2750,3.17870938954798
2756,3.11741195853301
2758,3.25832536246057
2766,2.51632421607878
2767,3.1486443476768
2771,2.10007691180558
2775,2.79880549341871
2776,2.18814386871708
2779,3.3274893991511
2780,2.64282338868583
2781,3.11561678524422
2782,4.05115587977432
2783,3.16314204141208
2796,2.86886426962174
2798,2.4213624149437
2800,3.09251010398087
2803,6.89578889156324
2806,5.01041089971194
2813,2.64207898045504
2818,2.72700993778453
2821,4.81301402650655
2825,3.85610239608818
2829,1.43981368514106
2830,2.44384447662174
2833,3.57303574281811
2839,2.45710342414082
2843,3.97545042052788
2846,3.54362817568844
2847,2.67194277826017
2848,5.6122424807223
2856,3.72875607896743
2863,3.90870750127766
2867,4.38733221618977
2869,2.9457753112147
2873,4.03130055885015
2874,2.81618350524118
2875,2.69151683900777
2880,2.62045786338523
2886,2.92004695020621
2887,2.54213838878533
2888,1.88605249394063
2889,2.10670682923053
2890,4.80035037670507
2892,2.55010129629862
2901,3.01223957433779
2902,0.820301157684066
2905,1.6008223608773
2917,1.06031935713825
2922,2.12549555187137
2924,3.50818968318719
2930,5.21190342051772
2931,4.23348041180887
2946,2.54638595230509
2955,3.33297358085856
2962,2.31698194996657
2964,2.57194789178643
2965,2.2822420302266
2967,4.10901128270425
2970,5.29432102756001
2973,6.1405488970547
2974,2.28925442651539
2976,3.4657693977186
2977,2.93765466021924
2978,2.17962263176523
2986,4.04685274659934
2988,4.74393220873617
2989,4.17808072949526
2995,3.612707818575
3005,4.08102945756303
3011,4.08231395670705
3013,2.58368732275853
3019,2.69266479241599
3021,1.97837561570333
3022,4.82318723473015
3029,2.04126287367499
3037,2.79415049293594
3042,2.17939743867131
3043,3.31523507051056
3049,3.1097883624678
3050,5.60546938061659
3053,2.40014429762764
3058,2.67443587592572
3062,3.87936705406732
3063,3.48623763745875
3065,4.55685042057677
3080,2.4299046302287
3088,3.58758782324121
3093,2.8092498053609
3096,5.05133083441458
3101,5.41174556807339
3103,2.2451161522769
3107,5.60744934934475
3109,3.87555155856422
3111,5.32164284056047
3113,3.98808688582548
3116,4.08826851845949
3132,2.83399442413985
3141,4.59219922645746
3153,2.79825704056995
3154,3.24780385569708
3160,3.44392807043794
3167,3.96220820250701
3170,3.03547287896909
3173,2.38349054990208
3174,3.4242659917726
3177,4.59573898627678
3179,2.94646182470366
3184,1.85390158676168
3190,2.25674909303434
3193,3.91019709071714
3199,3.62174748880961
3201,2.75250606695024
3202,2.51184104961625
3203,2.6756926493107
3206,2.54506240040448
3209,2.3847017417147
3210,1.69491327488654
3217,3.8393877426242
3220,3.63426897818716
3228,2.50796943717108
3232,2.4120179792972
3239,1.98091363866625
3243,2.72385691816271
3245,2.47301701844411
3246,2.633783846181
3251,4.13492606786519
3253,4.18416491520975
3257,3.26335052456168
3260,2.61395230922592
3261,3.76254900258117
3263,4.7104455420473
3278,3.23655745912022
3281,3.13043079392773
3283,4.71774908423003
3290,1.8335149561833
3297,2.71021633109823
3304,2.20429859528411
3305,2.73552684785515
3307,3.70464194645979
3308,2.19806239512545
3313,2.30422164732282
3314,2.81359595262189
3317,3.79830378340782
3348,3.02536420481948
3350,1.8375543209006
3359,3.79089801858105
3367,2.51977742670715
3376,2.79562357536733
3378,2.4559845848415
3384,2.9874073121149
3386,2.68257019507977
3387,3.31308349695121
3388,2.25962274269503
3390,3.51879614069955
3391,2.83966351621586
3396,0.309722221609289
3398,3.25482656885592
3404,4.61895105550743
3406,4.44489511686372
3407,3.33190975530551
3414,3.8177201977226
3419,2.6523847392936
3423,2.01861457351291
3427,2.89649473787814
3432,1.0305180048984
3434,2.51681932221944
3438,1.99586489424085
3442,1.67564977678371
3443,2.8873468373964
3448,1.42860777463489
3456,2.59489848470814
3464,5.3902200757246
3470,2.48894095423056
3475,2.94732035498385
3477,3.36975365114259
3490,2.32009218966486
3493,3.05238303828979
3502,2.66045794569347
3508,3.76674507595138
3516,2.62564969355856
3517,3.29125046649581
3525,2.82903719445931
3532,2.57219179082465
3535,3.11912341903151
3536,4.12015779099536
3540,2.49592503362189
3547,2.47119690430169
3550,2.94366929249523
3557,1.73845883738777
3562,2.30158550268423
3563,2.57724260555209
3564,2.39815074272732
3570,3.04627928586849
3573,2.37559936173711
3577,2.36903938898641
3579,2.84679142790482
3581,2.22141892272435
3587,2.64814620574791
3602,3.09737119093001
3609,2.5626013551847
3612,2.99741369273542
3621,2.99864576500624
3642,4.45262083027498
3647,2.95268335385284
3649,2.44747428744159
3654,1.19338948915006
3660,4.0038149319802
3665,3.99278744077551
3669,2.85646981381391
3673,3.32323174683826
3675,3.05416899671987
3678,2.87022354529308
3680,3.07187330243329
3686,4.65086832703594
3693,3.9147658193437
3710,1.90349905081585
3713,3.76861100726996
3718,4.43551939485088
3725,2.84320282503699
3726,2.71183889496556
3747,1.91038563053731
3753,3.04325784443933
3754,4.48293624489678
3760,4.52375149939529
3763,1.93260089700631
3765,3.40131105030429
3769,4.23836062586237
3771,2.73057573113329
3784,1.19077290660296
3787,3.40177518058709
3794,2.93698181392028
3796,2.84976445093096
3798,3.72599199287069
3809,3.30874247636791
3812,4.6034614007818
3819,2.07265050064926
3828,3.72664102455846
3831,4.81808890678437
3833,2.99505851166965
3837,4.48286841831595
3839,1.87984380035376
3843,3.44721768660914
3846,2.82553656655564
3854,4.56856709735568
3861,2.79148446558702
3864,2.74462618669825
3868,2.53673878846612
3869,4.37561152062901
3870,2.43749081795527
3883,2.38057086732857
3886,2.5675838887238
3889,2.9841133856467
3894,1.89615005490154
3907,1.91503560715757
3910,3.33555773675242
3913,3.20836038135217
3914,2.7672629368309
3921,5.74319015693409
3923,3.20316239575169
3929,2.22939376643387
3931,2.26041348331915
3932,4.52346935620787
3937,1.35759919081914
3943,1.30304120061018
3956,3.93599797168889
3957,2.6901814885751
3961,5.59205327404841
3971,2.49605441430951
4004,1.88528969015846
4005,2.05371054148557
4006,3.78247589079575
4011,2.44664100664318
4013,4.27628596450716
4014,5.86833893161217
4016,1.47360527523483
4017,4.74128611109345
4020,3.04782473954535
4022,3.16095172851655
4026,1.86111127966819
4032,2.2472028071019
4043,1.76873352670963
4045,3.0329689885415
4048,5.00542389419152
4051,4.3653547858755
4052,2.87695592232298
4056,2.05991418109001
4059,0.562300041027693
4069,4.11915868264926
4074,3.14440616415454
4076,2.20392555220644
4077,2.63394187898726
4079,0.725995662143236
4081,3.36540933258643
4088,3.21687097889473
4105,3.04529888213403
4125,3.07702666484395
4134,2.59944994185444
4139,1.17965451912758
4146,1.73714556147234
4149,3.62532709589055
4151,1.25779304123933
4155,2.67231507634181
4157,1.71439716467115
4168,4.6141079244992
4170,1.79612622893857
4174,2.33725923448535
4179,4.65057384238364
4185,3.56837714322099
4199,2.06192660829926
4205,2.97702425682784
4208,2.89049621935416
4211,2.15598680665537
4212,0.889537595876344
4215,2.76600214243146
4217,2.6096474000654
4219,3.2434695629124
4226,3.51793903080573
4227,2.78335503159705
4229,2.62743742484017
4231,1.1516719842633
4233,2.45316299212121
4237,1.49156481142463
4243,3.56185904843613
4248,3.86933219650298
4255,4.9750438972175
4262,2.28912190247616
4266,2.09869821911157
4268,4.1013410962531
4270,2.15341041545785
4273,3.84473683584491
4276,3.36142961388939
4277,3.02464116422274
4279,1.82500362820808
4299,3.20971615433485
4313,3.8684902385897
4322,3.54463608848737
4324,3.14146728379812
4328,2.21558946503344
4331,2.38377860853517
4335,1.48274493422712
4337,2.9815471846864
4338,2.3913554070281
4343,0.940566699993004
4347,1.43039909260233
4355,2.87738341176186
4357,1.98878624004628
4359,5.60223228951196
4362,1.90214253007555
4368,2.34042418417634
4374,4.55247673202619
4375,4.83255140795534
4378,2.63630054004483
4381,3.77714371889321
4387,3.6943569787209
4400,1.87733121769807
4423,2.74637106317803
4424,2.48672782692885
4428,3.66031219359749
4433,6.4896686033873
4436,2.87019637530682
4437,2.5131336800037
4439,5.6472479624577
4449,3.26064229204378
4456,2.67178524661317
4463,5.03967937316497
4467,1.94744458991136
4468,3.01193013116457
4469,2.00497123714414
4472,3.24362360143787
4473,3.66073104249084
4476,2.09966898931008
4500,2.44066281494246
4509,3.68478786989533
4513,1.80598344626972
4521,2.50271169435312
4527,2.23113933792372
4530,1.63384235664329
4532,2.43200640576155
4533,2.32838367774865
4535,2.25958175825399
4536,2.11538515687959
4542,3.09053655161848
4551,1.91726992272138
4554,3.17187583189044
4555,1.86416819499133
4564,2.16980384172403
4572,1.9638211393653
4573,6.16493783672194
4577,2.47429810389775
4579,5.14676500676652
4583,2.62801439001524
4584,5.28394072469282
4596,2.70812348182283
4599,3.49670378490424
4607,2.97633060126084
4609,0.980324522630824
4610,3.13369312085332
4616,1.9053305306407
4617,2.49885059303424
4633,3.96759015506237
4638,3.03752550888594
4641,2.52863863378363
4653,6.57431986851127
4655,3.72125174749438
4659,4.0543150735695
4669,2.27049458580111
4678,2.43021102778191
4685,3.56467616401344
4686,2.67905860810344
4691,2.37758073800011
4695,3.85642950979136
4698,3.15638767622421
4700,4.42637450661099
4711,2.67537215531925
4722,3.48747547279735
4727,3.0673575517683
4756,5.5278875027731
4762,2.43987511049318
4763,2.4041804896698
4766,3.82900910212028
4770,2.2606376267234
4784,3.16278940880803
4791,2.98439237408978
4795,4.47220339357452
4799,2.49008737543525
4802,3.51753110894767
4805,2.9560006252401
4814,3.97838755742905
4816,2.29568190655286
4817,3.34661659528463
4822,2.69488370540974
4827,2.25474858701
4833,3.78997298332084
4836,3.21871776174117
4842,2.71148011990547
4844,2.47289592993849
4845,2.40718818871469
4849,3.60161573209671
4850,3.16892989662833
4860,3.87607141408216
4863,1.97333193011897
4871,3.29807214648073
4878,2.78549497935936
4881,2.3811943062949
4888,3.51990314676519
4900,5.51324621835188
4906,3.39474566585964
4909,4.35696960024601
4916,3.37883761229491
4918,4.58702798848746
4926,2.72866597883351
4928,1.68866209873338
4941,2.15412364202729
4946,4.19615400603269
4949,3.16188735544896
4956,2.47858658926633
4966,3.50374465754497
4969,2.25074819377923
4973,3.31900462667908
4978,4.30695292627231
4982,1.65653183781015
4985,3.83109276381088
4991,3.1099432912645
4998,2.49738393544396
5000,2.33465609907348
5004,2.19011883183969
5005,1.97737876069915
5011,3.43970308823848
5016,0.758752559372157
5018,2.52053607333355
5034,3.43976415064973
5038,3.36550776868269
5042,5.88660075414316
5046,2.66204661241474
5051,1.28777580716913
5054,3.46193919144494
5057,3.8169597939406
5062,3.10122698589748
5063,3.09955776580124
5065,2.90927465082014
5066,2.4696663184609
5076,2.42770605249466
5089,2.61988461555475
5092,2.14747474554635
5093,3.75943250482266
5094,3.51221690747107
5098,2.9521763145081
5102,2.47676520063213
5112,4.06417982801922
5117,1.9447152524195
5127,2.23022809275308
5130,2.35791602658692
5131,1.65125549763241
5132,2.57728485662642
5135,3.11203183446014
5136,2.6680965586764
5147,4.17810847456665
5157,3.21967218776743
5160,1.75189679712777
5165,2.14541841844705
5166,2.67226198307777
5172,2.33966760708618
5173,2.24924517321824
5179,2.52214221962818
5184,4.83135463298796
5187,2.01289501041179
5191,3.01522983034908
5193,2.46197143917302
5194,3.19188950370235
5199,2.12225721138865
5212,2.76525974482538
5213,2.55247244892002
5224,3.03327721834625
5226,2.05978117449688
5239,4.03002672836901
5252,4.39844437824653
5264,2.32056750833757
5266,2.06146617329362
5271,4.20943105963313
5273,3.27370233909252
5276,2.46782194474444
5278,3.81949127480633
5281,1.46546669390442
5283,2.8775512903868
5291,3.36585712664191
5294,6.00991889600932
5296,3.01869206798219
5297,2.57254316909903
5313,3.07209168383432
5314,2.30017714022069
5321,2.52343330935152
5325,2.68996373670741
5326,2.97187396465414
5328,3.18310389366594
5334,2.39571274280174
5338,3.59824453159605
5344,1.18204599310217
5348,2.42218001293654
5352,3.36228768911992
5353,3.37907768654449
5354,3.58733798635121
5361,0.50962094643835
5364,2.28503122637821
5365,3.41675183178885
5367,2.14812266914855
5379,2.80796066526649
5382,2.37424874026154
5386,4.17541708881584
5395,3.38532346096027
5410,3.59508389136608
5411,2.47750510345023
5416,4.03294845754752
5424,3.7988843370163
5426,2.38218326808844
5428,3.45677607260071
5430,4.51212956378874
5433,3.22961691613115
5437,2.52314299222307
5440,3.31758001515067
5442,4.16667976782686
5445,2.90828187920261
5449,3.20692660952074
5452,2.95839200486685
5460,1.97956944661967
5461,1.73333500251658
5465,2.45474223418235
5467,3.62465632926724
5471,3.79156075211366
5474,3.18345031416022
5475,2.61914224473236
5480,2.76451521000201
5481,3.07179305539498
5484,3.42636475178393
5494,5.04041794606901
5495,2.61060862742876
5497,3.37026217801373
5499,2.60474020764723
5507,3.25674992001143
5510,3.17395847874657
5515,3.0630297171977
5516,1.95164849496639
5517,2.30728290907668
5524,3.4305554300682
5530,5.31536840463458
5534,2.63345297598236
5543,2.76805421619992
5545,2.6056776688085
5558,3.22058163536734
5562,3.54525671196139
5573,6.82826078294183
5581,3.58440969142825
5583,5.04372419487407
5587,3.09482800355562
5589,1.62468055196408
5591,3.75477814563706
5596,2.51608289110102
5606,3.43879057558517
5608,4.20034050956455
5611,2.67474839162369
5612,4.06701672641862
5614,3.84217961917188
5620,3.44308802089554
5623,4.89863114266286
5624,1.86655193136441
5626,4.42104652248999
5633,1.7088829339296
5635,2.07070842189658
5640,3.95565494362403
5643,2.49993296751672
5644,5.44182374518832
5653,4.86919721408582
5663,3.54164569384074
5664,4.19139676083365
5667,2.0002461929302
5671,3.16689167742011
5673,2.80477994724718
5676,2.3584637216414
5678,1.46057890638873
5698,1.85525984962036
5700,5.44546482210985
5705,2.98844062433348
5706,4.77188315254773
5711,3.72761692326352
5712,4.50320779129078
5716,1.99300324604648
5719,2.72329203402927
5725,2.16936240152094
5728,6.96688740521715
5734,1.41896199480002
5735,3.63126008570465
5743,2.40157180102051
5754,2.61689720567197
5755,1.89076399012368
5756,4.038171296241
5766,2.95808063020288
5770,3.29311072746203
5774,2.14779873981033
5775,2.18563352408006
5776,3.17987797010875
5778,5.64805572243686
5786,2.32190026323903
5787,2.87387511673042
5791,4.14326759742197
5794,2.80098944846018
5803,2.84983471167425
5804,3.35491964083401
5808,3.8632503683676
5810,3.0272416843538
5813,3.09893883555102
5828,2.8703434801898
5839,5.41610541836795
5842,3.5384300946628
5843,0.724303510028667
5844,3.00998703659704
5847,1.87214223663243
5851,1.88698896435154
5854,3.03115204179992
5857,2.66919266714472
5866,2.35983384319783
5874,3.12205615364392
5886,2.47221568905225
5895,0.699308058508386
5897,2.47278470509034
5898,2.29795336371067
5900,4.32400972354413
5902,4.15368601628245
5908,1.3666022310177
5909,3.10967144654275
5912,5.79046516543442
5913,2.7874126490131
5917,4.30341086928166
5918,2.63007959636744
5921,2.62553696984722
5931,2.48082175277391
5942,3.50206516209812
5943,2.77469730180197
5950,3.49611802472985
5954,1.56804104317727
5983,2.33644810868635
5995,2.94018828628698
6002,1.84603477301958
6005,3.31167473111953
6009,5.9158147146553
6011,2.36393359620817
6012,4.06043927161315
6019,2.45703178093508
6021,2.44478613609607
6029,4.55937565972467
6036,2.18325518407682
6037,2.45158144877292
6038,1.31914550098172
6043,0.677755777703249
6045,2.87369744696789
6047,2.18927089549066
6048,2.67603105863052
6061,3.51863613293166
6063,2.10493364312339
6064,4.24624049361577
6068,3.90205505670401
6069,2.18144095057678
6070,3.18768896960318
6071,4.85713979033398
6074,3.69582105040328
6079,2.89454313495946
6082,2.32854503554751
6088,3.80850320242712
6094,2.01435862501495
6095,3.34060525859352
6098,2.11596697756039
6102,3.28174136430436
6105,3.62127361121254
6113,3.66345164251704
6116,2.23707963736028
6120,3.39656173235677
6121,2.09249495255375
6126,2.2706226087265
6144,1.31906169676574
6145,2.92761631076409
6153,2.01616452096526
6156,3.00902953627928
6159,3.18929573889278
6162,3.657049661523
6184,2.42139718842192
6188,2.5208535007747
6189,2.44860939812779
6191,1.86071763152833
6211,2.88450563727505
6216,3.0271541104414
6218,2.71732810025324
6222,2.52675358388286
6235,2.5762290014169
6245,2.17825476277573
6248,2.74510593416641
